Drug Name,Price (Dhs),Usage
Newvast 10 Mg Comprime Pellicule,56.8,"- Hypercholestérolémie ; L’ATORVASTATINE est indiquée en complément d’un régime pour réduire les taux élevés de cholestérol total (Chol-T), de LDL-cholestérol (LDL-C), d’apolipoprotéine B et de triglycérides chez les adultes, adolescents et enfants âgés de 10 ans ou plus présentant une hypercholestérolémie primaire incluant l’hypercholestérolémie familiale (hétérozygote) ou les hyperlipidémies mixtes (correspondant aux types IIa et IIb de la classification de Fredrickson), lorsque la réponse à un régime ou à d’autres traitements non pharmacologiques n’est pas suffisante. ; L’ATORVASTATINE est aussi indiquée pour réduire les taux de Chol-T et de LDL-C chez les adultes présentant une hypercholestérolémie familiale homozygote en complément d’autres traitements hypolipidémiants (notamment l’aphérèse des LDL) ou si de tels traitements sont indisponibles. ; - Prévention des maladies cardiovasculaires ; Prévention des évènements cardiovasculaires chez les patients adultes ayant un risque élevé de présenter un premier événement cardiovasculaire, en complément de la correction des autres facteurs de risque."
Newvast 20 Mg Comprime Pellicule,97.8,"- Hypercholestérolémie ; L’ATORVASTATINE est indiquée en complément d’un régime pour réduire les taux élevés de cholestérol total (Chol-T), de LDL-cholestérol (LDL-C), d’apolipoprotéine B et de triglycérides chez les adultes, adolescents et enfants âgés de 10 ans ou plus présentant une hypercholestérolémie primaire incluant l’hypercholestérolémie familiale (hétérozygote) ou les hyperlipidémies mixtes (correspondant aux types IIa et IIb de la classification de Fredrickson), lorsque la réponse à un régime ou à d’autres traitements non pharmacologiques n’est pas suffisante. ; L’ATORVASTATINE est aussi indiquée pour réduire les taux de Chol-T et de LDL-C chez les adultes présentant une hypercholestérolémie familiale homozygote en complément d’autres traitements hypolipidémiants (notamment l’aphérèse des LDL) ou si de tels traitements sont indisponibles. ; - Prévention des maladies cardiovasculaires ; Prévention des évènements cardiovasculaires chez les patients adultes ayant un risque élevé de présenter un premier événement cardiovasculaire, en complément de la correction des autres facteurs de risque."
Newvast 40 Mg Comprime Pellicule,154.0,"- Hypercholestérolémie ; L’ATORVASTATINE est indiquée en complément d’un régime pour réduire les taux élevés de cholestérol total (Chol-T), de LDL-cholestérol (LDL-C), d’apolipoprotéine B et de triglycérides chez les adultes, adolescents et enfants âgés de 10 ans ou plus présentant une hypercholestérolémie primaire incluant l’hypercholestérolémie familiale (hétérozygote) ou les hyperlipidémies mixtes (correspondant aux types IIa et IIb de la classification de Fredrickson), lorsque la réponse à un régime ou à d’autres traitements non pharmacologiques n’est pas suffisante. ; L’ATORVASTATINE est aussi indiquée pour réduire les taux de Chol-T et de LDL-C chez les adultes présentant une hypercholestérolémie familiale homozygote en complément d’autres traitements hypolipidémiants (notamment l’aphérèse des LDL) ou si de tels traitements sont indisponibles. ; - Prévention des maladies cardiovasculaires ; Prévention des évènements cardiovasculaires chez les patients adultes ayant un risque élevé de présenter un premier événement cardiovasculaire, en complément de la correction des autres facteurs de risque."
Newvast 80 Mg Comprime Pellicule,141.0,"- Hypercholestérolémie ; L’ATORVASTATINE est indiquée en complément d’un régime pour réduire les taux élevés de cholestérol total (Chol-T), de LDL-cholestérol (LDL-C), d’apolipoprotéine B et de triglycérides chez les adultes, adolescents et enfants âgés de 10 ans ou plus présentant une hypercholestérolémie primaire incluant l’hypercholestérolémie familiale (hétérozygote) ou les hyperlipidémies mixtes (correspondant aux types IIa et IIb de la classification de Fredrickson), lorsque la réponse à un régime ou à d’autres traitements non pharmacologiques n’est pas suffisante. ; L’ATORVASTATINE est aussi indiquée pour réduire les taux de Chol-T et de LDL-C chez les adultes présentant une hypercholestérolémie familiale homozygote en complément d’autres traitements hypolipidémiants (notamment l’aphérèse des LDL) ou si de tels traitements sont indisponibles. ; - Prévention des maladies cardiovasculaires ; Prévention des évènements cardiovasculaires chez les patients adultes ayant un risque élevé de présenter un premier événement cardiovasculaire, en complément de la correction des autres facteurs de risque."
Nexavar 200Mg Comprime Pellicule,10700.0,"Traitement des patients atteints de carcinome hépatocellulaire. ; Traitement des patients atteints de carcinome à cellules rénales avancé après néphrectomie et prétraitement palliatif ou adjuvant par des cytokines (IL-2, IFN). ; Traitement des patients atteints du carcinome thyroïdien progressif, localement avancé ou métastatique, différencié, réfractaire à l'iode radioactif. ; Source : Compendium.ch - Date : 21 octobre 2025"
Nicardipine Aguettant 10 Mg 10 Ml Solution Injectable,153.8,"La nicardipine par voie intraveineuse LOXEN (I.V.) est indiquée dans l’urgence hypertensive menaçant le pronostic vital en particulier en cas de : ; - Hypertension artérielle maligne/Encéphalopathie hypertensive, ; - Dissection aortique, quand le traitement par des bêta-bloquants à courte durée d’action n’est pas approprié, ou en association avec un bêta-bloquant quand le blocage des récepteurs bêta seul n’est pas efficace, ; - Pré-éclampsie sévère, quand d’autres agents antihypertenseurs administrés par voie intraveineuse ne sont pas recommandés ou sont contre-indiqués. ; La nicardipine est également indiquée dans le traitement de l’hypertension post-opératoire."
Nidazol 250 Mg Comprime,19.8,"Affections hématologiques et du système lymphatique ; · neutropénie, agranulocytose, thrombopénie. ; Affections psychiatriques ; · hallucinations, ; · réactions psychotiques avec paranoïa et/ou délire pouvant s’accompagner de manière isolée d’idées ou d’actes suicidaires, ; · humeur dépressive. ; Affections du système nerveux ; · neuropathies sensitives périphériques, ; · céphalées, ; · vertiges, ; · confusion, ; · convulsions, ; · encéphalopathie pouvant être associés à des modifications de l’IRM généralement réversibles à l’arrêt du traitement. D’exceptionnels cas d’évolution fatale ont été rapportés, ; · syndrome cérébelleux subaigu (ataxie, dysarthrie, troubles de la démarche, nystagmus, tremblements), ; · méningite aseptique. ; Affections oculaires ; · troubles visuels transitoires tels que vision trouble, diplopie, myopie, diminution de l’acuité visuelle, changement dans la vision des couleurs, ; · neuropathies/névrites optiques. ; Affections gastro-intestinales ; · troubles digestifs bénins (douleurs épigastriques, nausées, vomissements, diarrhée), ; · glossites avec sensation de sécheresse de la bouche, stomatites, troubles du goût, anorexie, ; · pancréatites réversibles à l'arrêt du traitement. ; · décoloration ou modification de l’aspect de la langue (mycose). ; Affections hépatobiliaires ; · élévations des enzymes hépatiques (ALAT, ASAT, phosphatases alcalines), très rares cas d’atteinte hépatique aiguë de nature cytolytique (parfois ictérique), cholestatique ou mixte. Des cas isolés d’insuffisance hépatocellulaire pouvant nécessiter une transplantation hépatique ont été rapportés. ; Affections de la peau et du tissu sous-cutané ; · bouffées congestives, prurit, éruption cutanée parfois fébrile, ; · urticaire, œdème de Quincke, choc anaphylactique, ; · très rares cas de pustulose exanthématique aiguë généralisée (voir rubrique 4.4), ; · Syndrome de Lyell ; · Syndrome de Stevens Johnson ; · Erythème pigmenté fixe"
Nidazol 500 Mg Comprime,37.3,"Elles procèdent de l'activité antiparasitaire et antibactérienne du métronidazole et de ses caractéristiques pharmacocinétiques. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l'éventail des produits anti-infectieux actuellement disponibles. ; Elles sont limitées aux infections dues aux germes définis comme sensibles: ; - amibiases, ; - trichomonases urogénitales, ; - vaginites non spécifiques, ; - lambliases, ; - traitement curatif des infections médico-chirurgicales à germes anaérobies sensibles, ; - relais des traitements curatifs par voie injectable des infections à germes anaérobies sensibles. ; Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens."
Nidazol 500 Mg Ovule,25.9,Traitement local des vaginites à Trichomonas et des vaginites non spécifiques. ; Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.
Nifegen Lp 20Mg Gelule,75.0,Hypertension arterielle
Nifluril 250 Mg Gelule,31.8,"RESERVE A L'ADULTE et l'enfant de plus de 12 ans. ; Elles procèdent de l'activité anti-inflammatoire de l'acide niflumique, de l'importance des manifestations d'intolérance auxquelles le médicament donne lieu, et de sa place dans l'éventail des produits anti-inflammatoires actuellement disponibles. ; Elles sont limitées à : ; - traitement symptomatique au long cours : ; des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, ; de certaines arthroses douloureuses et invalidantes ; ; - traitement symptomatique de courte durée des poussées aiguës : ; d'arthroses, ; des rhumatismes abarticulaires tels que tendinites, bursites ; ; - traitement symptomatique de la douleur au cours des manifestations inflammatoires dans les domaines ORL et stomatologiques. ; Il s'agit d'une thérapeutique d'appoint d'affections non rhumatologiques ; les risques encourus, en particulier l'extension d'un processus septique concomitant sont ceux des AINS. Ils doivent être évalués par rapport au bénéfice antalgique attendu."
Nifluril 400 Mg Suppositoire Enfants,20.6,"Réservé à l’enfant à partir de 6 mois. ; Elles procèdent de l'activité anti-inflammatoire de l'acide niflumique, de l'importance des manifestations d'intolérance auxquelles le médicament donne lieu, et de sa place dans l'éventail des produits anti-inflammatoires actuellement disponibles. ; Elles sont limitées à : ; - traitement symptomatique au long cours : ; de la polyarthrite rhumatoïde juvénile, ; - traitement symptomatique de la douleur au cours des manifestations inflammatoires dans les domaines ORL et stomatologique. ; Il s'agit d'une thérapeutique d'appoint d'affections non rhumatologiques ; les risques encourus, en particulier l'extension d'un processus septique concomitant, sont ceux des AINS. Ils doivent être évalués par rapport au bénéfice antalgique attendu."
Nifluril 700 Mg Suppositoire Adulte,28.3,"Réservé aux adultes et aux enfants de plus de 12 ans. ; Elles procèdent de l'activité anti-inflammatoire de l'acide niflumique, de l'importance des manifestations d'intolérance auxquelles le médicament donne lieu, et de sa place dans l'éventail des produits anti-inflammatoires actuellement disponibles. ; Elles sont limitées à : ; - traitement symptomatique au long cours : ; . des rhumatismes inflammatoires chroniques, notamment polyarthrite rhumatoïde, ; . de certaines arthroses douloureuses et invalidantes ; ; - traitement symptomatique de courte durée des poussées aiguës ; . d'arthroses, ; . des rhumatismes abarticulaires tels que tendinites, bursites, ; - traitement symptomatique de la douleur au cours des manifestations inflammatoires dans les domaines ORL et stomatologique. ; Il s'agit d'une thérapeutique d'appoint d'affections non rhumatologiques ; les risques encourus, en particulier l'extension d'un processus septique concomitant, sont ceux des AINS. Ils doivent être évalués par rapport au bénéfice antalgique attendu."
